case,dice_H0,dice_H1,dice_H2,dice_L3,dice_L4,dice_L5,signed_H1,abs_H1,switch_H1,box_iou_H1,signed_H2,abs_H2,switch_H2,box_iou_H2,signed_L3,abs_L3,switch_L3,box_iou_L3,signed_L4,abs_L4,switch_L4,box_iou_L4,signed_L5,abs_L5,switch_L5,box_iou_L5,range_H0_L5,oracle_H0_L5
1057,0.58298755186722,0.34239462431276724,0.5320902580732334,0.5320902580732334,0.7273260073260073,0.6360332294911735,-0.24059292755445272,0.24059292755445272,False,0.918918918918919,-0.05089729379398655,0.05089729379398655,False,0.9714285714285714,-0.05089729379398655,0.05089729379398655,False,0.9714285714285714,0.14433845545878732,0.14433845545878732,False,0.7675489067894131,0.05304567762395351,0.05304567762395351,False,0.9142857142857143,0.38493138301324004,0.7273260073260073
1060,0.858248220365212,0.858248220365212,0.858248220365212,0.8570100697134004,0.8527903000155449,0.8569228399815185,0.0,0.0,False,1.0,0.0,0.0,False,1.0,-0.0012381506518115426,0.0012381506518115426,False,0.9241274658573596,-0.005457920349667078,0.005457920349667078,False,0.8588957055214724,-0.001325380383693453,0.001325380383693453,False,0.8488767869298843,0.005457920349667078,0.858248220365212
1061,0.7391304347826086,0.7457021656619781,0.7457021656619781,0.7391304347826086,0.6060275962236746,0.843385707045109,0.006571730879369464,0.006571730879369464,False,0.9655172413793104,0.006571730879369464,0.006571730879369464,False,0.9655172413793104,0.0,0.0,False,1.0,-0.133102838558934,0.133102838558934,False,0.46460506706408344,0.10425527226250031,0.10425527226250031,False,0.8083400160384924,0.23735811082143432,0.843385707045109
1069,0.6019019205668469,0.6042680643953575,0.6042680643953575,0.6088268577895134,0.7262065854758682,0.5736626977074818,0.002366143828510636,0.002366143828510636,False,0.9836065573770492,0.002366143828510636,0.002366143828510636,False,0.9836065573770492,0.006924937222666516,0.006924937222666516,False,0.9821428571428571,0.12430466490902137,0.12430466490902137,False,0.8803222094361335,-0.028239222859365087,0.028239222859365087,False,0.7992388201712655,0.15254388776838645,0.7262065854758682
1072,0.4184884447220487,0.4184884447220487,0.4190715181932246,0.4190715181932246,0.4135240572171652,0.6158088235294118,0.0,0.0,False,1.0,0.0005830734711758656,0.0005830734711758656,False,0.9333333333333333,0.0005830734711758656,0.0005830734711758656,False,0.9333333333333333,-0.004964387504883538,0.004964387504883538,False,0.8044543429844098,0.19732037880736308,0.19732037880736308,False,0.9069767441860465,0.20228476631224662,0.6158088235294118
1073,0.6603235014272122,0.6596958174904943,0.6596958174904943,0.7003027245206862,0.36844783715012724,0.3154848046309696,-0.0006276839367178599,0.0006276839367178599,False,0.9767441860465116,-0.0006276839367178599,0.0006276839367178599,False,0.9767441860465116,0.039979223093474014,0.039979223093474014,False,0.8421926910299004,-0.29187566427708495,0.29187566427708495,False,0.6861702127659575,-0.34483869679624257,0.34483869679624257,False,0.4186046511627907,0.3848179198897166,0.7003027245206862
1074,0.8664969079665333,0.8664969079665333,0.8622710622710623,0.8576682603898492,0.7692919649960223,0.86608442503639,0.0,0.0,False,1.0,-0.00422584569547102,0.00422584569547102,False,0.821353065539112,-0.008828647576684112,0.008828647576684112,False,0.845137420718816,-0.09720494297051108,0.09720494297051108,False,0.6775178026449644,-0.0004124829301432875,0.0004124829301432875,False,0.9534883720930233,0.09720494297051108,0.8664969079665333
1078,0.6664430655710213,0.6664430655710213,0.6664430655710213,0.665883537506293,0.6617275635628894,0.6631915251387254,0.0,0.0,False,1.0,0.0,0.0,False,1.0,-0.0005595280647282541,0.0005595280647282541,False,0.9782608695652174,-0.004715502008131867,0.004715502008131867,False,0.9130434782608695,-0.0032515404322959185,0.0032515404322959185,False,0.8969359331476323,0.004715502008131867,0.6664430655710213
108,0.9386987589319293,0.921045918367347,0.921045918367347,0.9225970719287079,0.9392458975322561,0.9224203821656051,-0.017652840564582384,0.017652840564582384,False,0.9208981001727116,-0.017652840564582384,0.017652840564582384,False,0.9208981001727116,-0.016101687003221454,0.016101687003221454,False,0.9630652399033482,0.0005471386003267353,0.0005471386003267353,False,0.9631881121242823,-0.016278376766324265,0.016278376766324265,False,0.9276782696857047,0.01819997916490912,0.9392458975322561
1084,0.11862990810359231,0.11862990810359231,0.11082910321489002,0.11082910321489002,0.1602045164039199,0.04013377926421405,0.0,0.0,False,1.0,-0.007800804888702287,0.007800804888702287,False,0.9655172413793104,-0.007800804888702287,0.007800804888702287,False,0.9655172413793104,0.04157460830032758,0.04157460830032758,False,0.9032258064516129,-0.07849612883937826,0.07849612883937826,False,0.8730512249443207,0.12007073713970584,0.1602045164039199
1085,0.8062709966405375,0.6569236390208257,0.5184864240323512,0.5184864240323512,0.5314474872103521,0.5119424460431655,-0.14934735761971174,0.14934735761971174,False,0.9772727272727273,-0.28778457260818624,0.28778457260818624,False,0.9555555555555556,-0.28778457260818624,0.28778457260818624,False,0.9555555555555556,-0.2748235094301854,0.2748235094301854,False,0.8735398679532758,-0.29432855059737195,0.29432855059737195,False,0.9144303797468355,0.29432855059737195,0.8062709966405375
1089,0.7897495631916133,0.7897495631916133,0.7897495631916133,0.81442417331813,0.842602892102336,0.7897495631916133,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.024674610126516727,0.024674610126516727,False,0.9629629629629629,0.0528533289107227,0.0528533289107227,False,0.8694267515923567,0.0,0.0,False,1.0,0.0528533289107227,0.842602892102336
1092,0.9084222140492828,0.9081200515558829,0.9081200515558829,0.9081200515558829,0.9082551939694797,0.9081200515558829,-0.0003021624933998712,0.0003021624933998712,False,0.9560276679841897,-0.0003021624933998712,0.0003021624933998712,False,0.9560276679841897,-0.0003021624933998712,0.0003021624933998712,False,0.9560276679841897,-0.00016702007980307076,0.00016702007980307076,False,0.9772727272727273,-0.0003021624933998712,0.0003021624933998712,False,0.9560276679841897,0.0003021624933998712,0.9084222140492828
1093,0.8342022940563086,0.8335517693315858,0.8331584470094439,0.8351933558266286,0.8338574423480084,0.5100606834877036,-0.000650524724722823,0.000650524724722823,False,0.8806306306306306,-0.0010438470468647765,0.0010438470468647765,False,0.8547297297297297,0.0009910617703199343,0.0009910617703199343,False,0.925,-0.00034485170830023115,0.00034485170830023115,False,0.8806306306306306,-0.324141610568605,0.324141610568605,False,0.8112488083889419,0.32513267233892496,0.8351933558266286
1096,0.7353426919900908,0.729033587471667,0.7360594795539034,0.7002609917687211,0.7410640066500416,0.7556125721616421,-0.006309104518423814,0.006309104518423814,False,0.8027681660899654,0.0007167875638125487,0.0007167875638125487,False,0.8823529411764706,-0.035081700221369694,0.035081700221369694,False,0.8858131487889274,0.005721314659950738,0.005721314659950738,False,0.8529411764705882,0.02026988017155129,0.02026988017155129,False,0.918918918918919,0.055351580392920985,0.7556125721616421
1103,0.6225552915371961,0.640591204037491,0.6411225040474906,0.6225552915371961,0.6427670689965772,0.6374300667749504,0.018035912500294904,0.018035912500294904,False,0.9418702611625948,0.018567212510294473,0.018567212510294473,False,0.9209225700164745,0.0,0.0,False,1.0,0.020211777459381075,0.020211777459381075,False,0.8306709265175719,0.014874775237754267,0.014874775237754267,False,0.9008863819500403,0.020211777459381075,0.6427670689965772
1107,0.48866964698628024,0.49632525410476935,0.5085668534827862,0.4970172684458399,0.4900293708455712,0.5560412659555867,0.007655607118489116,0.007655607118489116,False,0.9777777777777777,0.019897206496505948,0.019897206496505948,False,0.9555555555555556,0.00834762145955964,0.00834762145955964,False,0.9544973544973545,0.001359723859290951,0.001359723859290951,False,0.9761904761904762,0.06737161896930643,0.06737161896930643,False,0.8064348728593669,0.06737161896930643,0.5560412659555867
1111,0.8713924050632912,0.8713924050632912,0.7944307944307945,0.7944307944307945,0.8713924050632912,0.0,0.0,0.0,False,1.0,-0.07696161063249674,0.07696161063249674,False,0.90625,-0.07696161063249674,0.07696161063249674,False,0.90625,0.0,0.0,False,1.0,-0.8713924050632912,0.8713924050632912,True,0.0,0.8713924050632912,0.8713924050632912
1113,0.5285123966942149,0.5324648035301534,0.5285123966942149,0.5285123966942149,0.5891432981733985,0.5328589367936375,0.003952406835938449,0.003952406835938449,False,0.9545454545454546,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.060630901479183597,0.060630901479183597,False,0.681060606060606,0.004346540099422591,0.004346540099422591,False,0.9148936170212766,0.060630901479183597,0.5891432981733985
1114,0.7465602641717116,0.7465602641717116,0.7465602641717116,0.7465602641717116,0.7421693338804541,0.7462522349057902,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,-0.004390930291257478,0.004390930291257478,False,0.8421052631578947,-0.000308029265921439,0.000308029265921439,False,0.9795918367346939,0.004390930291257478,0.7465602641717116
1118,0.8529054218332117,0.8528411850412821,0.8523555123846528,0.8522203348701771,0.8531196892449624,0.8538779479698517,-6.423679192957277e-05,6.423679192957277e-05,False,0.9302325581395349,-0.0005499094485589273,0.0005499094485589273,False,0.9317443120260022,-0.0006850869630345979,0.0006850869630345979,False,0.9105346744309158,0.00021426741175067932,0.00021426741175067932,False,0.8888888888888888,0.0009725261366400062,0.0009725261366400062,False,0.93058568329718,0.0016576130996746041,0.8538779479698517
1120,0.7329310892346776,0.7328147324972217,0.731043216716796,0.731043216716796,0.7328147324972217,0.73085478233238,-0.0001163567374559138,0.0001163567374559138,False,0.9846153846153847,-0.0018878725178816946,0.0018878725178816946,False,0.9127011297500855,-0.0018878725178816946,0.0018878725178816946,False,0.9127011297500855,-0.0001163567374559138,0.0001163567374559138,False,0.9846153846153847,-0.0020763069022976532,0.0020763069022976532,False,0.8710330857528696,0.0020763069022976532,0.7329310892346776
1123,0.8800515907136716,0.8800515907136716,0.8777415852334419,0.875893437296946,0.8828709819462792,0.8815817751987964,0.0,0.0,False,1.0,-0.0023100054802296377,0.0023100054802296377,False,0.9437689969604863,-0.004158153416725541,0.004158153416725541,False,0.9642857142857143,0.0028193912326076598,0.0028193912326076598,False,0.7051851851851851,0.0015301844851248747,0.0015301844851248747,False,0.9083750894774517,0.0069775446493332005,0.8828709819462792
1124,0.0,0.012414243711205489,0.012096774193548387,0.012096774193548387,0.012096774193548387,0.009433962264150943,0.012414243711205489,0.012414243711205489,False,0.2784602784602785,0.012096774193548387,0.012096774193548387,False,0.2620802620802621,0.012096774193548387,0.012096774193548387,False,0.2620802620802621,0.012096774193548387,0.012096774193548387,False,0.2620802620802621,0.009433962264150943,0.009433962264150943,False,0.2457002457002457,0.012414243711205489,0.012414243711205489
1125,0.898538961038961,0.8923013923013923,0.8899896800825593,0.8899896800825593,0.8967479674796748,0.8899896800825593,-0.006237568737568755,0.006237568737568755,False,0.9655172413793104,-0.008549280956401728,0.008549280956401728,False,0.8931034482758621,-0.008549280956401728,0.008549280956401728,False,0.8931034482758621,-0.001790993559286247,0.001790993559286247,False,0.8818897637795275,-0.008549280956401728,0.008549280956401728,False,0.8931034482758621,0.008549280956401728,0.898538961038961
1126,0.9085619285120532,0.9165268456375839,0.9165268456375839,0.9102644180720383,0.8991579379749435,0.8941032442358702,0.007964917125530713,0.007964917125530713,False,0.9527065527065527,0.007964917125530713,0.007964917125530713,False,0.9527065527065527,0.0017024895599850876,0.0017024895599850876,False,0.9777777777777777,-0.009403990537109719,0.009403990537109719,False,0.8901273885350318,-0.01445868427618302,0.01445868427618302,False,0.9083850931677019,0.022423601401713733,0.9165268456375839
1130,0.9064641048555258,0.9064083457526081,0.9064083457526081,0.9067581679844846,0.8976377952755905,0.8827922572778539,-5.575910291766295e-05,5.575910291766295e-05,False,0.972972972972973,-5.575910291766295e-05,5.575910291766295e-05,False,0.972972972972973,0.00029406312895885467,0.00029406312895885467,False,0.9459459459459459,-0.008826309579935243,0.008826309579935243,False,0.7837837837837838,-0.023671847577671823,0.023671847577671823,False,0.8614864864864865,0.023965910706630678,0.9067581679844846
1134,0.8401611820013432,0.8364501870112206,0.8386225523295071,0.8364611260053619,0.8323353293413174,0.8323353293413174,-0.003710994990122507,0.003710994990122507,False,0.9642857142857143,-0.0015386296718360448,0.0015386296718360448,False,0.9310344827586207,-0.003700055995981222,0.003700055995981222,False,0.9642857142857143,-0.007825852660025778,0.007825852660025778,False,0.8689655172413793,-0.007825852660025778,0.007825852660025778,False,0.8689655172413793,0.007825852660025778,0.8401611820013432
1137,0.6516958339786278,0.8485092667203867,0.8485092667203867,0.8485092667203867,0.8666943521594684,0.6471674876847291,0.1968134327417589,0.1968134327417589,False,0.9523809523809523,0.1968134327417589,0.1968134327417589,False,0.9523809523809523,0.1968134327417589,0.1968134327417589,False,0.9523809523809523,0.2149985181808406,0.2149985181808406,False,0.6498176133402814,-0.004528346293898755,0.004528346293898755,False,0.9342770475227502,0.21952686447473935,0.8666943521594684
1138,0.5587898235159294,0.5466960352422907,0.5351444588184562,0.35732795853728766,0.4196058091286307,0.5558620689655173,-0.012093788273638717,0.012093788273638717,False,0.9696969696969697,-0.023645364697473248,0.023645364697473248,False,0.9202614379084967,-0.20146186497864177,0.20146186497864177,False,0.8233918128654971,-0.13918401438729872,0.13918401438729872,False,0.9179415855354659,-0.002927754550412165,0.002927754550412165,False,0.9777777777777777,0.20146186497864177,0.5587898235159294
114,0.9360481789503872,0.9360481789503872,0.9360848380624821,0.9360848380624821,0.9358533791523482,0.9360848380624821,0.0,0.0,False,1.0,3.6659112094938884e-05,3.6659112094938884e-05,False,0.9393939393939394,3.6659112094938884e-05,3.6659112094938884e-05,False,0.9117647058823529,-0.000194799798038936,0.000194799798038936,False,0.75,3.6659112094938884e-05,3.6659112094938884e-05,False,0.8823529411764706,0.00023145891013387487,0.9360848380624821
1140,0.8306172839506173,0.8245057359043202,0.8245057359043202,0.8306172839506173,0.7488491048593351,0.8306172839506173,-0.0061115480462970995,0.0061115480462970995,False,0.972972972972973,-0.0061115480462970995,0.0061115480462970995,False,0.972972972972973,0.0,0.0,False,1.0,-0.0817681790912822,0.0817681790912822,False,0.868421052631579,0.0,0.0,False,1.0,0.0817681790912822,0.8306172839506173
1144,0.7252136752136752,0.7252136752136752,0.7252136752136752,0.724749092462097,0.7247119078104993,0.724749092462097,0.0,0.0,False,1.0,0.0,0.0,False,1.0,-0.00046458275157823525,0.00046458275157823525,False,0.9767441860465116,-0.0005017674031758679,0.0005017674031758679,False,0.9545454545454546,-0.00046458275157823525,0.00046458275157823525,False,0.9767441860465116,0.0005017674031758679,0.7252136752136752
1146,0.8907521578298397,0.8907521578298397,0.8907521578298397,0.8904785397138628,0.8904785397138628,0.8907521578298397,0.0,0.0,False,1.0,0.0,0.0,False,1.0,-0.00027361811597692576,0.00027361811597692576,False,0.9642857142857143,-0.00027361811597692576,0.00027361811597692576,False,0.9221604447974583,0.0,0.0,False,0.9772727272727273,0.00027361811597692576,0.8907521578298397
1148,0.8122676579925651,0.8122676579925651,0.8122676579925651,0.816302067725502,0.8122676579925651,0.812025685931115,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.004034409732936894,0.004034409732936894,False,0.9375,0.0,0.0,False,1.0,-0.00024197206145004646,0.00024197206145004646,False,0.6976744186046512,0.004276381794386941,0.816302067725502
1149,0.6668224299065421,0.7885364496382861,0.6676023391812865,0.6672901566518588,0.7919010123734533,0.6668224299065421,0.121714019731744,0.121714019731744,False,0.7899686520376176,0.0007799092747444725,0.0007799092747444725,False,0.9545454545454546,0.0004677267453166989,0.0004677267453166989,False,0.9655172413793104,0.12507858246691128,0.12507858246691128,False,0.7241379310344828,0.0,0.0,False,0.924924924924925,0.12507858246691128,0.7919010123734533
1150,0.6224198158145443,0.640578756987833,0.6399210785925682,0.621476084890719,0.640578756987833,0.5831353919239906,0.018158941173288645,0.018158941173288645,False,0.9375,0.017501262778023885,0.017501262778023885,False,0.7737104825291181,-0.00094373092382527,0.00094373092382527,False,0.8157894736842105,0.018158941173288645,0.018158941173288645,False,0.9375,-0.039284423890553755,0.039284423890553755,False,0.7251461988304093,0.0574433650638424,0.640578756987833
1156,0.4751911790858972,0.5705239829032769,0.5680213400282441,0.5680213400282441,0.571608832807571,0.5331135750674258,0.09533280381737969,0.09533280381737969,False,0.868663594470046,0.09283016094234692,0.09283016094234692,False,0.7854166666666667,0.09283016094234692,0.09283016094234692,False,0.7854166666666667,0.09641765372167382,0.09641765372167382,False,0.8735971647962197,0.05792239598152865,0.05792239598152865,False,0.7600806451612904,0.09641765372167382,0.571608832807571
1160,0.8372331340734415,0.9583987441130298,0.9579732914375491,0.9581943081452404,0.5971968312004875,0.4738419882023015,0.12116561003958837,0.12116561003958837,False,0.4601514605120808,0.12074015736410759,0.12074015736410759,False,0.4125495852866931,0.12096117407179896,0.12096117407179896,False,0.4543815362423368,-0.24003630287295397,0.24003630287295397,False,0.9833333333333333,-0.36339114587113996,0.36339114587113996,False,0.8803174603174603,0.48455675591072833,0.9583987441130298
1163,0.8573981871569003,0.8573981871569003,0.8573981871569003,0.8311654184732624,0.794613710554951,0.9179221405327227,0.0,0.0,False,1.0,0.0,0.0,False,1.0,-0.026232768683637886,0.026232768683637886,False,0.9375,-0.0627844766019493,0.0627844766019493,False,0.9354838709677419,0.06052395337582239,0.06052395337582239,False,0.8787878787878788,0.1233084299777717,0.9179221405327227
1165,0.8964664674976821,0.8977997121118652,0.8977997121118652,0.9008179959100204,0.9087414002428167,0.9504796976451206,0.001333244614183049,0.001333244614183049,False,0.9510086455331412,0.001333244614183049,0.001333244614183049,False,0.9510086455331412,0.0043515284123383235,0.0043515284123383235,False,0.9041095890410958,0.012274932745134581,0.012274932745134581,False,0.7152496626180836,0.05401323014743853,0.05401323014743853,False,0.5803964757709251,0.05401323014743853,0.9504796976451206
1169,0.939295316258667,0.939295316258667,0.939295316258667,0.939295316258667,0.938393995184818,0.9433802816901409,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,-0.000901321073848993,0.000901321073848993,False,0.9237536656891495,0.004084965431473853,0.004084965431473853,False,0.8915032679738563,0.0049862865053228456,0.9433802816901409
117,0.5441316469468245,0.5441316469468245,0.5442685329890603,0.5442093843232981,0.5438263229308006,0.5440826592345863,0.0,0.0,False,1.0,0.00013688604223582868,0.00013688604223582868,False,0.9555555555555556,7.77373764736522e-05,7.77373764736522e-05,False,0.9560493827160493,-0.00030532401602390014,0.00030532401602390014,False,0.9134948096885813,-4.898771223815768e-05,4.898771223815768e-05,False,0.9134948096885813,0.0004422100582597288,0.5442685329890603
1170,0.7140745121230041,0.7140745121230041,0.7230859489586389,0.7230859489586389,0.6811418159732766,0.7318777292576419,0.0,0.0,False,1.0,0.009011436835634767,0.009011436835634767,False,0.8724637681159421,0.009011436835634767,0.009011436835634767,False,0.8724637681159421,-0.03293269614972749,0.03293269614972749,False,0.6951827242524917,0.01780321713463784,0.01780321713463784,False,0.8361111111111111,0.05073591328436533,0.7318777292576419
